Archive:  aer_20161214_data.zip
Zip file size: 53623786 bytes, number of entries: 1048
-rw-r--r--  2.0 unx    16582 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1.xml
-rw-r--r--  2.0 unx    16578 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main1_GTractors.xml
-rw-r--r--  2.0 unx     8044 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GPlanters.txt
-rw-r--r--  2.0 unx    10276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3.txt
-rw-r--r--  2.0 unx    89396 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEmployment/Employment_Main3_GPlows.xml
-rw-r--r--  2.0 unx     7706 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/figure_2.csv
-rw-r--r--  2.0 unx    34574 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_4_panel_B.xls
-rw-r--r--  2.0 unx    19283 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/figure_1.pdf
-rw-r--r--  2.0 unx     3716 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_4_panel_B.txt
-rw-r--r--  2.0 unx     3355 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_4_panel_A.txt
-rw-r--r--  2.0 unx    34263 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_3.xls
-rw-r--r--  2.0 unx    34213 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_4_panel_A.xls
-rw-r--r--  2.0 unx     3406 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_3.txt
-rw-r--r--  2.0 unx     9408 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/CensusOther/table_1_census.txt
-rw-r--r--  2.0 unx     9914 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ADH_IMPORTS_RTR.txt
-rw-r--r--  2.0 unx    44900 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ColombiaIV.txt
-rw-r--r--  2.0 unx    90991 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ADH_NET_EXPORTS_RTR.xml
-rw-r--r--  2.0 unx    38132 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/latamIV.txt
-rw-r--r--  2.0 unx    10192 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ADH_EXPORTS_RTR.txt
-rw-r--r--  2.0 unx   354061 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ColombiaIV.xml
-rw-r--r--  2.0 unx    10107 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ADH_NET_EXPORTS_RTR.txt
-rw-r--r--  2.0 unx    90798 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ADH_IMPORTS_RTR.xml
-rw-r--r--  2.0 unx   300226 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/latamIV.xml
-rw-r--r--  2.0 unx    91076 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/SlowRespImportsExports/ADH_EXPORTS_RTR.xml
-rw-r--r--  2.0 unx    10707 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/Residual1.txt
-rw-r--r--  2.0 unx      976 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/eta.txt
-rw-r--r--  2.0 unx    10274 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/ResidualAnalysis_zeta3.txt
-rw-r--r--  2.0 unx    89840 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/ResidualAnalysis_zeta1.xml
-rw-r--r--  2.0 unx     5203 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/eta_kappa_bootstrap2.dta
-rw-r--r--  2.0 unx    67208 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/AggEconTest.xml
-rw-r--r--  2.0 unx    49330 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/Table7.xml
-rw-r--r--  2.0 unx    10274 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/ResidualAnalysis_zeta2.txt
-rw-r--r--  2.0 unx    11707 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/eta.xml
-rw-r--r--  2.0 unx    89840 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/ResidualAnalysis_zeta3.xml
-rw-r--r--  2.0 unx    10274 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/ResidualAnalysis_zeta1.txt
-rw-r--r--  2.0 unx     3875 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/eta_kappa_bootstrap1.dta
-rw-r--r--  2.0 unx    90273 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/Residual1.xml
-rw-r--r--  2.0 unx     4158 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/Table7.txt
-rw-r--r--  2.0 unx    89840 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/ResidualAnalysis_zeta2.xml
-rw-r--r--  2.0 unx     5491 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/AgglomerationEconomies/AggEconTest.txt
-rw-r--r--  2.0 unx    89640 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/Earnings_WorkerFE/Table5B.xml
-rw-r--r--  2.0 unx    89760 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/Earnings_WorkerFE/Table5C.xml
-rw-r--r--  2.0 unx    10075 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/Earnings_WorkerFE/Table5B.txt
-rw-r--r--  2.0 unx    10195 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/Earnings_WorkerFE/Table5C.txt
-rw-r--r--  2.0 unx    89769 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomD.xml
-rw-r--r--  2.0 unx    88961 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomC.xml
-rw-r--r--  2.0 unx    10446 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomF.txt
-rw-r--r--  2.0 unx     2730 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/CommodityBoom_Costaetal.txt
-rw-r--r--  2.0 unx    89653 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomB.xml
-rw-r--r--  2.0 unx   100390 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomE.xml
-rw-r--r--  2.0 unx    10204 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomD.txt
-rw-r--r--  2.0 unx     9396 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomC.txt
-rw-r--r--  2.0 unx    27175 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/CommodityBoom_Costaetal.xml
-rw-r--r--  2.0 unx    92391 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomF.xml
-rw-r--r--  2.0 unx    10088 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomB.txt
-rw-r--r--  2.0 unx    11305 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/RobustnessCommodityBoom/RobustnessCommodityBoomE.txt
-rw-r--r--  2.0 unx    92058 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GPlanters.xml
-rw-r--r--  2.0 unx     8586 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GTotArea.txt
-rw-r--r--  2.0 unx    89444 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GTotValue.xml
-rw-r--r--  2.0 unx     9654 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_NoCerrado.txt
-rw-r--r--  2.0 unx     9832 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GPlows.txt
-rw-r--r--  2.0 unx     8580 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GTotArea.txt
-rw-r--r--  2.0 unx    84497 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_SouthSouthEast.xml
-rw-r--r--  2.0 unx     1286 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_NoCerrado.txt
-rw-r--r--  2.0 unx     9975 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GTractors.txt
-rw-r--r--  2.0 unx    16589 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GTotValue.xml
-rw-r--r--  2.0 unx     2946 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_PreTrends.txt
-rw-r--r--  2.0 unx     1277 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GTotArea.txt
-rw-r--r--  2.0 unx    16591 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GHarvesters.xml
-rw-r--r--  2.0 unx    87194 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2.xml
-rw-r--r--  2.0 unx    96475 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GTractors.xml
-rw-r--r--  2.0 unx    16581 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GHarvesters.xml
-rw-r--r--  2.0 unx     1283 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GPlanters.txt
-rw-r--r--  2.0 unx    89346 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_SouthSouthEast.xml
-rw-r--r--  2.0 unx     8018 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GPlanters.txt
-rw-r--r--  2.0 unx    10163 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2.txt
-rw-r--r--  2.0 unx     9559 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GTotValue.txt
-rw-r--r--  2.0 unx     9356 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GPlows.txt
-rw-r--r--  2.0 unx    16588 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GPlows.xml
-rw-r--r--  2.0 unx    86423 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_NoCerrado.xml
-rw-r--r--  2.0 unx    16578 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GTractors.xml
-rw-r--r--  2.0 unx     1272 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GPlows.txt
-rw-r--r--  2.0 unx     1288 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GPlanters.txt
-rw-r--r--  2.0 unx     4603 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_SouthSouthEast.txt
-rw-r--r--  2.0 unx    86698 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GPlows.xml
-rw-r--r--  2.0 unx    89900 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GTractors.xml
-rw-r--r--  2.0 unx    16587 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_SouthSouthEast.xml
-rw-r--r--  2.0 unx    86535 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GHarvesters.xml
-rw-r--r--  2.0 unx    86346 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_NoCerrado.xml
-rw-r--r--  2.0 unx    86631 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GHarvesters.xml
-rw-r--r--  2.0 unx    16589 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GTractors.xml
-rw-r--r--  2.0 unx     7986 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GPlanters.txt
-rw-r--r--  2.0 unx     9438 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GTotValue.txt
-rw-r--r--  2.0 unx     9309 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_NoCerrado.txt
-rw-r--r--  2.0 unx    95723 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GTotArea.xml
-rw-r--r--  2.0 unx    84898 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GPlanters.xml
-rw-r--r--  2.0 unx    93042 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GTotArea.xml
-rw-r--r--  2.0 unx     4728 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_SouthSouthEast.txt
-rw-r--r--  2.0 unx    16589 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_SouthSouthEast.xml
-rw-r--r--  2.0 unx    89420 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GTotValue.xml
-rw-r--r--  2.0 unx     1277 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1.txt
-rw-r--r--  2.0 unx    10150 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3.txt
-rw-r--r--  2.0 unx     1640 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Real.txt
-rw-r--r--  2.0 unx    94003 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GPlows.xml
-rw-r--r--  2.0 unx     3034 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_PreTrends.txt
-rw-r--r--  2.0 unx    16578 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GTotValue.xml
-rw-r--r--  2.0 unx    89284 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GHarvesters.xml
-rw-r--r--  2.0 unx     1276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_NoCerrado.txt
-rw-r--r--  2.0 unx    16587 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GTotArea.xml
-rw-r--r--  2.0 unx    89389 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GHarvesters.xml
-rw-r--r--  2.0 unx     9475 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GTractors.txt
-rw-r--r--  2.0 unx    16594 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1.xml
-rw-r--r--  2.0 unx    89841 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3.xml
-rw-r--r--  2.0 unx    16588 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GPlanters.xml
-rw-r--r--  2.0 unx     5021 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_SouthSouthEast.txt
-rw-r--r--  2.0 unx     1286 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GHarvesters.txt
-rw-r--r--  2.0 unx    10009 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2.txt
-rw-r--r--  2.0 unx     9770 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GTractors.txt
-rw-r--r--  2.0 unx     1276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GHarvesters.txt
-rw-r--r--  2.0 unx     1283 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GPlows.txt
-rw-r--r--  2.0 unx     9238 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_NoCerrado.txt
-rw-r--r--  2.0 unx     1273 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GTractors.txt
-rw-r--r--  2.0 unx    87583 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GPlanters.xml
-rw-r--r--  2.0 unx    87348 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2.xml
-rw-r--r--  2.0 unx    91301 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GPlows.xml
-rw-r--r--  2.0 unx    86744 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GTotValue.xml
-rw-r--r--  2.0 unx    85765 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GTotArea.xml
-rw-r--r--  2.0 unx    89219 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_NoCerrado.xml
-rw-r--r--  2.0 unx    89397 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GPlows.xml
-rw-r--r--  2.0 unx     4932 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_SouthSouthEast.txt
-rw-r--r--  2.0 unx     7733 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GPlanters.txt
-rw-r--r--  2.0 unx    88151 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GTotArea.xml
-rw-r--r--  2.0 unx     9879 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GTotValue.txt
-rw-r--r--  2.0 unx     1284 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GTotValue.txt
-rw-r--r--  2.0 unx    28344 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_PreTrends.xml
-rw-r--r--  2.0 unx    16582 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GTotArea.xml
-rw-r--r--  2.0 unx    16591 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_NoCerrado.xml
-rw-r--r--  2.0 unx    87160 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GTractors.xml
-rw-r--r--  2.0 unx     7713 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GPlanters.txt
-rw-r--r--  2.0 unx     8717 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GTotArea.txt
-rw-r--r--  2.0 unx    86673 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_SouthSouthEast.xml
-rw-r--r--  2.0 unx    20132 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Real.xml
-rw-r--r--  2.0 unx    89715 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3.xml
-rw-r--r--  2.0 unx     1284 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_SouthSouthEast.txt
-rw-r--r--  2.0 unx     9855 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GTotValue.txt
-rw-r--r--  2.0 unx    16582 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1.xml
-rw-r--r--  2.0 unx    88874 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_NoCerrado.xml
-rw-r--r--  2.0 unx     9018 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GTotArea.txt
-rw-r--r--  2.0 unx     9719 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GHarvesters.txt
-rw-r--r--  2.0 unx    16581 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_NoCerrado.xml
-rw-r--r--  2.0 unx     1282 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GTotArea.txt
-rw-r--r--  2.0 unx    93800 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GTractors.xml
-rw-r--r--  2.0 unx     9824 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GHarvesters.txt
-rw-r--r--  2.0 unx    10276 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3.txt
-rw-r--r--  2.0 unx     1289 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1.txt
-rw-r--r--  2.0 unx     9678 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GPlows.txt
-rw-r--r--  2.0 unx    28432 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_PreTrends.xml
-rw-r--r--  2.0 unx     1273 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GTotValue.txt
-rw-r--r--  2.0 unx     9513 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GPlows.txt
-rw-r--r--  2.0 unx    81788 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_SouthSouthEast.xml
-rw-r--r--  2.0 unx     1282 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_SouthSouthEast.txt
-rw-r--r--  2.0 unx    10335 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main3_GTractors.txt
-rw-r--r--  2.0 unx    16593 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GPlanters.xml
-rw-r--r--  2.0 unx    16577 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main1_GPlows.xml
-rw-r--r--  2.0 unx    94691 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main3_GPlanters.xml
-rw-r--r--  2.0 unx    86623 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GTotValue.xml
-rw-r--r--  2.0 unx     9161 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_NoCerrado.txt
-rw-r--r--  2.0 unx     9350 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Employment_Main2_GHarvesters.txt
-rw-r--r--  2.0 unx     9446 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main2_GHarvesters.txt
-rw-r--r--  2.0 unx     1284 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/MainEarnings/Earnings_Main1_GTractors.txt
-rw-r--r--  2.0 unx     2121 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/DescriptiveStatistics/desc_stats.csv
-rw-r--r--  2.0 unx    10894 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantExit.txt
-rw-r--r--  2.0 unx    10528 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobDestruction.txt
-rw-r--r--  2.0 unx    27933 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantEntry_PreTrends.xml
-rw-r--r--  2.0 unx     3176 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantExit_PreTrends.txt
-rw-r--r--  2.0 unx     3038 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobDestruction_PreTrends.txt
-rw-r--r--  2.0 unx    88025 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantEntry.xml
-rw-r--r--  2.0 unx    88071 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobCreation.xml
-rw-r--r--  2.0 unx    27933 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobCreation_PreTrends.xml
-rw-r--r--  2.0 unx    87713 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobDestruction.xml
-rw-r--r--  2.0 unx    88079 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantExit.xml
-rw-r--r--  2.0 unx    10840 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantEntry.txt
-rw-r--r--  2.0 unx    10886 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobCreation.txt
-rw-r--r--  2.0 unx     3263 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobCreation_PreTrends.txt
-rw-r--r--  2.0 unx     3263 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantEntry_PreTrends.txt
-rw-r--r--  2.0 unx    27708 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/JobDestruction_PreTrends.xml
-rw-r--r--  2.0 unx    27846 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/JobDestruction_JobCreation/PlantExit_PreTrends.xml
-rw-r--r--  2.0 unx    87990 b- defN 21-Sep-20 11:22 data/ReplicationFiles/Results/NPlants/NPLANTS.xml
